[000:00:06;271] OO
[003:03:22;592] TALBERT CHOYE WENT OUT TO COVER
[003:03:23;393] HIS CAR LAST NIGHT.. WITHOUT
[003:03:24;895] KEYS OR MONEY.
[003:03:27;297] CHOYE'S GIRLFRIEND HEARD ANGRY
[003:03:28;198] VOICES AND GUN FIRE.. SHE WENT
[003:03:30;833] OUT OF THE HOUSE AND FOUND
[003:03:31;935] CHOYE WITH A GUNSHOT WOUND IN
[003:03:32;702] THE BACK.
[003:03:35;872] TONIGHT CONTRA COSTA
[003:03:36;672] SUPERVISORS WILL CONSIDER
[003:03:37;374] ADDING TO THE REWARD.. FOR
[003:03:38;108] INFORMATION LEADING TO THE
[003:03:39;509] KILLER OF A JAPANESE EXCHANGE
[003:03:40;710] STUDENT.
[003:03:41;111] IT HAPPENED NEAR THE CONCORD
[003:03:41;878] BART STATION EARLIER THIS
[003:03:42;578] MONTH.
[003:03:43;546] CONCORD'S CITY COUNCIL ALREADY
[003:03:44;347] PUT UP TEN THOUSAND DOLLARS.
[003:03:47;717] AND SAN FRANCISCO MAYOR FRANK
[003:03:48;484] JORDAN SAYS HE'S NOT SATISFIED
[003:03:50;486] WITH A REPORT ON HOW ELEVEN
[003:03:51;321] TEENS ESCAPED FROM THE YOUTH
[003:03:52;889] GUIDANCE CENTER OVER A WEEK
[003:03:53;623] AGO.
[003:03:54;690] HE'S ORDERED THE CHIEF
[003:03:55;591] PROBABTION OFFICER TO REPORT
[003:03:56;993] BACK TOMORROW.. WITH WAYS TO
[003:03:58;194] ENSURE IT WON'T HAPPEN AGAIN.
[003:04:01;364] ALSO TOMORROW.. A SUPERVISORS
[003:04:02;365] COMMITTEE WILL DISCUSS PROBLEMS
[003:04:04;901] AT THAT TROUBLED YOUTH
[003:04:05;568] DETENTION CENTER.
[003:04:07;404] JUST AS THE NEW SCHOOL YEAR IS
[003:04:08;203] GETTING UNDERWAY...
[003:04:09;605] THE FIRST MEDIA CAMPAIGN
[003:04:11;774] OPPOSING THE SCHOOL VOUCHER
[003:04:13;375] INITIATIVE IS BEING UNVEILED...
[003:04:14;777] PROPOSITION 174.. ON THE
[003:04:15;478] NOVEMBER SECOND BALLOT.. WOULD
[003:04:25;354] GIVE PARENTS VOUCHERS WORTH UP
[003:04:26;556] TO 26-HUNDRED DOLLARS FOR EACH
[003:04:27;857] CHILD.. TO BE USED AT A PUBLIC
[003:04:31;393] OR PRIVATE SCHOOL OF CHOICE.
[003:04:33;663] THE PRO-174 CAMP SAYS PARENTS
[003:04:34;464] WOULD HAVE THE FREEDOM TO TAKE
[003:04:37;700] THEIR KIDS OUT OF SCHOOLS NOT
[003:04:38;468] DOING THEIR JOBS.
[003:04:39;936] THOSE AGAINST 174 ARGUE IT
[003:04:40;970] WILL "NOT" IMPROVE EDUCATION..
[003:04:46;241] RALPH FLYNN OF THE CA.
[003:04:46;909] TEACHERS' ASSOC. SAYS "BUT WHAT
[003:04:48;243] IT WILL DO.. IS OPEN THE
[003:04:49;345] POSSIBILITY OF SHADY HUCKSTERS
[003:04:50;279] TO COME INTO THE STATE.. TO
[003:04:54;450] TAKE ADVANTAGE OF THE PEOPLE OF
[003:04:56;586] THIS STATE.. TO RIP OFF
[003:05:02;224] OF PUBLIC FUNDING.. STRIPPING
[003:05:03;425] PUBLIC SCHOOLS OF THAT
[003:05:04;093] FUNDING."
[003:05:07;363] AND AS THEIR REPRESENTATIVE,
[003:05:10;600] FLYNN'S CONCERNED ABOUT PUBLIC
[003:05:11;400] SCHOOL TEACHERS LOSING MONEY
[003:05:12;167] AND JOBS. VOUCHER SUPPORTERS
[003:05:14;203] CALL THE NEW COMMERCIALS A
[003:05:17;940] THE BATTLE OVER 174 IS BOUND TO
[003:05:18;741] BE EMOTIONAL.. AND EXPENSIVE
[003:05:19;609] FOR BOTH SIDES...
[003:05:22;845] SCHOOL BELLS WERE RINGING FOR
[003:05:24;380] THOUSANDS OF BAY AREA
[003:05:27;516] YOUNGSTERS TODAY---THE FIRST
[003:05:32;020] DAY OF SCHOOL AFTER SUMMER
[003:05:33;021] BREAK...
[003:05:34;288] NEWSCENTER FOUR'S KARL SONKIN
[003:05:35;490] REPORTS THAT FOR SOME YOUNG
[003:05:36;525] STUDENTS,IT WAS THE FIRST DAY
[003:05:37;291] OF A LIFETIME OF LEARNING:
[003:05:39;060] AMBIANCE
[003:05:40;395] JUMPING OUT OF HIS AUNT'S
[003:05:41;095] CAR-----
[003:05:43;798] 5-YEAR-OLD NIKALUS CASETTA RAN
[003:05:44;966] PAST OUR CAMERA AND INTO
[003:05:50;238] SCHOOL---- STARTING THE 4TH
[003:05:51;472] GENERATION OF HIS FAMILY GOING
[003:05:52;641] TO CLASSES IN THIS AREA:
[003:05:55;276] "CASETTA, NIKALUS CASETTA,
[003:05:56;444] HERE, GREAT OK--- -"
[003:05:57;646] SKRITCH, SKRITCH
[003:06:00;281] WHILE NICK AND HIS NEW
[003:06:01;449] CLASSMATES DREW
[003:06:02;918] PEACEFULLY-----TEA CHER SALLY
[003:06:03;718] STALZER LECTURED THE
[003:06:04;352] DUBIOUS-LOOKING PARENTS AND
[003:06:05;353] GUARDIANS ABOUT SCHOOL RULES
[003:06:06;120] AND POLICIES:
[003:06:06;621] CHERIE HO, PRINCIPAL "NOWADAYS,
[003:06:07;422] WE HAVE A LOT OF CHILDREN WHO
[003:06:08;256] HAVE ATTENDED PRE-SCHOOL AND SO
[003:06:09;057] THEY'RE READY, THEY'VE BEEN
[003:06:09;958] WITH CHILDREN THEIR AGE SO
[003:06:10;792] THEY'RE USED TO THE ROUTINE."
[003:06:11;826] EDITORS CHOICE---
[003:06:14;095] SO ORIENTATION DAY IS FOR THE
[003:06:14;863] PARENTS:
[003:06:15;964] DAWN ELLIOTT, PARENT "HE'S REAL
[003:06:16;998] EXCITED ABOUT COMING TO SCHOOL,
[003:06:18;733] BUT HE'S EXCITED, YEAH, HE'S
[003:06:19;601] GROWING UP, MY BABY------ "
[003:06:20;334] AMBIANCE
[003:06:21;603] THERE WERE PARENTS LIKE TIM
[003:06:22;336] CANALE TAKING PRICELESS VIDEOS
[003:06:23;872] OF DAUGHTER STEPHANIES' FIRST
[003:06:24;639] DAY OF SCHOOL:
[003:06:25;840] TIM CANALE, PARENT "OH YEAH,
[003:06:26;708] I'M ABOUT READY TO CRY, I
[003:06:27;542] COULDN'T BELIEVE IT---"
[003:06:29;343] BUT STEPHANIE DID IT FOR
[003:06:30;045] HIM-----
[003:06:31;212] OH DON'T CRY----ALIX WILL BE IN
[003:06:32;013] YOUR CLASS----
[003:06:32;981] "SCHOOL'S ALL OVER THE BAY AREA
[003:06:33;782] WERE WELCOMING BACK STUDENTS
[003:06:35;483] TODAY--- JUST STARTING,
[003:06:36;451] KINDERGARTEN, CLASS OF 2001,
[003:06:37;686] AND WHAT DOES THE FUTURE HOLD?"
[003:06:39;554] SALLY AND MARLENE "THESE KIDS
[003:06:40;755] LOOK GREAT, YES I AGREE, THAT'S
[003:06:41;789] TRUE, IT'S LIKE THEY'RE
[003:06:42;723] READY--- --"
[003:06:44;725] AND INDEED YOUNG NIKALUS SAYS
[003:06:45;493] HE WANTS TO BE AN
[003:06:46;360] ARTIST-----ALREADY HAS LEARNING
[003:06:47;161] GOALS:
[003:06:48;229] :"TELL ME SOMETHING YOU REALLY
[003:06:49;029] WANT TO LEARN---- I WANT TO
[003:06:49;763] LEARN HOW TO TIE MY SHOES.---"
[003:06:50;531] RINNNNGGG----
[003:06:51;132] BUT THE FIRST DAY WAS A SHORT
[003:06:51;899] ONE FOR NICK AND THE
[003:06:52;666] OTHERS---AND NOT AT ALL LIKE
[003:06:53;434] HIS GRANDFATHER'S FIRST DAY:
[003:06:54;569] RAY CASETTA, GRANDFATHER
[003:06:55;303] "FRIGHTENING, BUT NOT FOR THESE
[003:06:56;104] KIDS, ENJOY SCHOOL MORE NOW
[003:06:56;837] THAN WHEN WE WERE YOUNGER."
[003:06:59;773] SCHOOL STARTS IN EARNEST
[003:07:23;131] NEWSCENTER FOUR.
[003:07:33;541] IT'S THE END OF THE LINE FOR A
[003:07:34;442] POPULAR SHARK EXHIBIT IN THE
[003:07:35;209] EAST BAY...
[003:07:37;411] IT'S ALSO THE END OF THE LINE
[003:07:38;579] FOR A 300-YEAR OLD STANFORD
[003:07:39;313] LANDMARK...
[003:07:42;283] AND HURRICANE EMILY PLAYS
[003:07:43;117] CAT-AND-MOUSE WIlQGsb
[003:07:45;319] THINGS BEGAN UN- RAVELLING FOR
[003:07:46;120] 74-YEAR- OLD BYRON STAMATE IN
[003:07:47;255] 19- 90.
[003:07:50;958] THAT'S WHEN COUNTY DRUG AGENTS
[003:07:54;561] AND DISCOVERED A-HUNDRED
[003:07:55;895] MARIJUANA PLANTS.. STAMATE AND
[003:07:58;598] HIS COMMON LAW WIFE.. SHIRLEY
[003:07:59;799] DORSEY.. CLAIMED THE POT WAS
[003:08:00;933] FOR DORSEY'S BACK PAIN.
[003:08:02;636] BUT DRUG AGENTS SEIZED
[003:08:03;803] EVERYTHING INCLUDING THEIR HOME
[003:08:04;604] AND 2 OTHER PROPERTIES..
[003:08:10;210] STAMATE SAYS SHE COULDN'T FACE
[003:08:11;010] TESTIFYING AGAINST HIM.
[003:08:12;745] STAMATE'S NEICE THINKS THE
[003:08:14;181] GOVERNMENT'S CASE AGAINST HIM
[003:08:15;081] SHOULD BE DROPPED.
[003:08:17;450] STAMATE'S NEICE, JACQUELINE
[003:08:18;318] STAMATE, SAYS "I THINK HE'S
[003:08:19;752] BEEN TOTALLY WRONGED BY THE
[003:08:20;487] GOVERNMENT. HIS BLOOD PRESSURE
[003:08:21;488] IS GOING UP.. THIS HAS BEEN
[003:08:25;625] STAMATE'S SENTENCING HEARING
[003:08:26;393] IS LIKELY TO TAKE A FEW MORE
[003:08:27;160] DAYS.
[003:08:47;581] >> FENN CALLS IT THE MOST
[003:08:48;715] CHALLENGING ROLE SHE'S EVER
[003:08:49;749] UNDERTAKEN.
[003:08:51;984] >> IT REALLY SCARED ME.
[003:08:52;885] IT INTIMIDATED ME.
[003:08:53;587] I WASN'T SURE THAT I COULD
[003:08:54;421] DO IT, AND I TRY TO REACH
[003:08:55;488] FOR THINGS THAT CHALLENGE ME
[003:08:56;856] IN THAT WAY.
[003:08:58;291] >> STILL, THE STORYLINE WAS
[003:08:59;759] SO BIZARRE TO KIM BASINGER
[003:09:01;027] THAT SHE CHANGED HER MIND
[003:09:02;329] ABOUT STARRING IN THE FILM
[003:09:03;430] AND WAS SUED FOR BREACH
[003:09:04;231] OF ORAL CONTRACT.
[003:09:05;932] A JURY ORDERED HER TO PAY
[003:09:06;766] MORE THAN $7 MILLION
[003:09:07;500] IN DAMAGES.
[003:09:08;668] SHE DISPUTED THE JUDGMENT
[003:09:09;569] IN AN INTERVIEW SHORTLY
[003:09:10;370] AFTER THE VERDICT.
[003:09:14;006] >> THERE WAS NOT ONLY
[003:09:15;907] A WRITTEN CONTRACT,
[003:09:18;277] BUT NO ORAL CONTRACTS OR ANY
[003:09:19;378] KIND OF AGREEMENT.
[003:09:20;446] >> ALTHOUGH THE FILMMAKERS
[003:09:22;047] WON THE COURT CASE AGAINST
[003:09:23;349] KIM, THEY HAD OTHER
[003:09:24;082] PROBLEMS.
[003:09:24;650] A WOMEN'S GROUP PROTESTED,
[003:09:25;484] SAYING THE MOVIE GLAMORIZED
[003:09:26;352] VIOLENCE AGAINST WOMEN.
[003:09:27;253] THE FILM WAS RATED
[003:09:28;520] NC-17 BECAUSE OF SOME STEAMY
[003:09:29;755] SEX SCENES.
[003:09:31;357] AFTER CUTS WERE MADE
[003:09:32;358] AND THEY APPEALED,
[003:09:33;559] THE RATING WAS CHANGED
[003:09:34;393] TO "R."
[003:09:35;728] LYNCH SAYS AN NC-17 COULD
[003:09:36;562] HAVE BEEN THE KISS OF DEATH.
[003:09:37;929] >> WITH ALL OF THE
[003:09:38;830] CONTROVERSY AROUND THE FILM
[003:09:40;432] ALREADY -- WHICH IS
[003:09:41;567] A DOUBLE-SIDED COIN,
[003:09:42;334] CERTAINLY MORE PEOPLE ARE
[003:09:43;269] AWARE, BUT WHAT ARE
[003:09:44;002] THEY AWARE OF, IS
[003:09:45;604] THE QUESTION -- IT'S A GOOD
[003:09:47;839] THING NOT TO HAVE ANOTHER
[003:09:50;976] TABOO ATTACHED TO THE FILM.Y
[003:09:53;479] WE MONKEY AROUND ♪
[003:09:55;481] >> I DON'T REMEMBER MUCH
[003:09:56;282] ABOUT THOSE YEARS, TO BE
[003:09:57;082] HONEST.
[003:09:58;617] I'M TOLD I HAD A GREAT TIME.
[003:10:00;753] >> IN 1966, "THE MONKEES"
[003:10:01;587] FIRST APPEARED ON TV
[003:10:02;655] AND BECAME A POP-CULTURE
[003:10:03;722] PHENOMENON.
[003:10:05;491] MICKEY DOLENZ, DAVY JONES,
[003:10:06;892] PETER TORK, AND MIKE NESMITH
[003:10:08;360] WERE CALLED THE EQUALS
[003:10:09;595] OF THE BEATLES, A COMPARISON
[003:10:10;929] DOLENZ HAS ALWAYS FOUND
[003:10:11;730] UNSETTLING.
[003:10:13;432] >> IT WAS A TELEVISION SHOW
[003:10:15;534] ABOUT A BAND, LIKE "STAR
[003:10:17;002] TREK" WAS A SHOW ABOUT
[003:10:18;904] ASTRONAUTS, AND TO COMPARE
[003:10:20;272] THE MONKEES TO THE BEATLES
[003:10:21;307] IS A BIT LIKE COMPARING
[003:10:23;008] "STAR TREK" -- OR WILLIAM
[003:10:24;976] SHATNER TO NEIL ARMSTRONG.
[003:10:27;012] "NEEDS UNSKILLED HELP
[003:10:27;846] IN NONESSENTIAL JOB
[003:10:28;847] REQUIRING NO TRAINING
[003:10:29;615] OR NO EXPERIENCE."
[003:10:30;616] >> IN THE BOOK, DOLENZ TELLS
[003:10:31;717] OF HIS LIFE IN SHOW
[003:10:32;518] BUSINESS, RANGING
[003:10:33;518] FROM HIS DAYS AS A CHILD
[003:10:34;752] ACTOR IN THE TV SERIES
[003:10:36;421] "CIRCUS BOY" TO THOSE WILD
[003:10:37;522] MONKEE YEARS.
[003:10:39;224] ♪ TAKE THE LAST TRAIN
[003:10:40;491] TO CLARKSVILLE
[003:10:42;194] AND I MUST
[003:10:43;028] HANG UP THE PHONE ♪
[003:10:44;196] >> ALTHOUGH THEY STARTED
[003:10:45;630] AS ACTORS PRETENDING TO BE
[003:10:46;698] A BAND, THEIR POPULARITY
[003:10:47;498] FORCED THEM TO GO OUT
[003:10:48;333] ON THE ROAD AND BECOME
[003:10:49;100] A REAL BAND.
[003:10:50;335] THE SUCCESS THAT SWALLOWED
[003:10:51;269] THEM WAS OVERWHELMING.
[003:10:53;104] >> YEAH, IT IS A BIT LIKE
[003:10:54;306] AN ADDICTION -- TO
[003:10:55;340] THE ATTENTION AND
[003:10:56;607] TO THE PHONE CALLS
[003:10:58;143] AND TO THE "THEY WANT ME,
[003:10:59;510] THEY WANT ME," AND,
[003:11:01;479] YOU KNOW, YOU GET SUCKED
[003:11:02;347] INTO THIS THING.
[003:11:03;982] >> THEIR FAME LED
[003:11:04;716] TO A MEETING WITH
[003:11:05;616] THEIR SUPPOSED BRITISH
[003:11:06;484] COUNTERPARTS, THE BEATLES.
[003:11:07;986] MICKEY CLAIMS HE MET PAUL
[003:11:09;054] MCCARTNEY AND PROMPTLY
[003:11:09;821] SMOKED POT WITH HIM.
[003:11:11;556] >> AND WE JUST SAT AND HUNG
[003:11:12;657] AND, LIKE, SMOKED THIS
[003:11:14;292] MASSIVE, GREAT THING.
[003:11:16;527] IT WAS LIKE --
[003:11:20;165] JUST KIND OF, YOU KNOW,
[003:11:20;966] TALKED, AND I DON'T
[003:11:23;534] REMEMBER, YOU KNOW, TOO MUCH
[003:11:24;936] OF WHAT WE SAID, BUT ONE
[003:11:25;737] DOESN'T IN THOSE
[003:11:26;404] CIRCUMSTANCES.
[003:11:27;572] >> DOLENZ SAYS HE WAS NOT
[003:11:28;974] A BIG DRUG USER BUT ALSO
[003:11:29;908] ALLEGES THAT HE TOOK
[003:11:31;142] L.S.D. WITH JOHN LENNON
[003:11:31;977] AND BRIAN WILSON.
[003:11:34;045] >> THE LAST ACID TRIP WAS --
[003:11:36;581] JOHN WAS THERE, AND BRIAN
[003:11:37;615] WILSON AND A COUPLE OF OTHER
[003:11:40;385] PEOPLE, AND I JUST REMEMBER
[003:11:41;519] JUST BEING BORED TO DEATH,
[003:11:43;488] YOU KNOW, WATCHING MY HAND
[003:11:45;656] TURN INTO A SNAKE AGAIN --
[003:11:47;259] YOU KNOW, "THE OLD HAND
[003:11:48;093] INTO THE SNAKE ROUTINE."
[003:11:50;262] ♪ IT'S A LITTLE BIT ME
[003:11:51;596] >> ♪ A LITTLE BIT ME
[003:11:52;897] >> ♪ IT'S A LITTLE BIT YOU
[003:11:54;865] >> THEIR METEORIC RISE DID
[003:11:55;866] NOT LAST.
[003:11:57;067] FRICTION AMONG BAND MEMBERS
[003:11:58;235] AND FIGHTS WITH PRODUCERS
[003:11:59;336] EVENTUALLY TORE THE GROUP
[003:12:00;170] APART.
[003:12:01;805] THE TV SHOW WAS CANCELED,
[003:12:02;639] AND THE GROUP ULTIMATELY
[003:12:03;840] WENT THEIR SEPARATE WAYS.
[003:12:05;042] MICKEY TRIED TO GET MORE
[003:12:06;076] ACTING WORK.
[003:12:07;711] >> I WENT TO A FEW
[003:12:08;678] INTERVIEWS AFTER
[003:12:09;346] "THE MONKEES," AND
[003:12:10;047] THEY SAID, "WHAT ARE
[003:12:10;781] YOU DOING HERE?
[003:12:11;448] WE DON'T NEED ANY DRUMMERS."
[003:12:12;783] >> ONE PART HE TRIED OUT
[003:12:13;583] FOR WAS THAT OF THE FONZ
[003:12:14;385] ON "HAPPY DAYS."
[003:12:15;953] >> HENRY WINKLER TELLS
[003:12:16;753] THE STORY -- I DON'T
[003:12:17;721] REMEMBER HIM BEING THERE,
[003:12:18;923] OF COURSE -- BUT
[003:12:19;990] HE REMEMBERS ME BEING THERE.
[003:12:22;526] HE SAYS -- HE TELLS
[003:12:23;860] THE STORY THAT I WALKED
[003:12:24;661] IN AND HE THOUGHT, "OH, NO.
[003:12:25;529] MICKEY DOLENZ IS HERE.
[003:12:26;297] I'LL NEVER GET THE PART."
[003:12:28;165] >> MICKEY FINALLY FOUND
[003:12:29;433] SUCCESS BEHIND THE CAMERA,
[003:12:30;267] TURNING TO DIRECTING
[003:12:31;101] TELEVISION IN LONDON,
[003:12:32;303] INCLUDING THIS "SPITTING
[003:12:33;103] IMAGE" SHOW.
[003:12:33;770] HE REJOINED THE GUYS BACK
[003:12:35;072] IN THE STATES FOR A REUNION
[003:12:36;240] TOUR IN THE 1980'S AND NOW
[003:12:37;607] LIVES WITH HIS FOUR
[003:12:38;342] DAUGHTERS IN LOS ANGELES.
[003:12:39;509] HE SAYS HE'S COME TO TERMS
[003:12:40;344] WITH HIS LIFE AS A MONKEE.
[003:12:42;712] >> IT'S THE BIGGEST,
[003:12:43;814] GREATEST THING THAT EVER
[003:12:44;614] HAPPENED TO ME.
[003:12:45;282] I WOULDN'T BE HERE TODAY
[003:12:48;018] IF IT WASN'T FOR THAT.
[003:12:48;819] I WOULDN'T BE DOING A LOT
[003:12:50;054] OF THE THINGS THAT I'M DOING
[003:12:50;921] IF IT WASN'T FOR THAT,
[003:12:51;688] SO I'M EXTREMELY GRATEFUL
[003:12:52;522] FOR IT.
[003:12:56;327] >>> AS FOR THE REST
[003:12:57;461] OF THE MONKEES, DAVY JONES
[003:12:58;728] RAISES RACE HORSES
[003:12:59;830] IN PENNSYLVANIA AND STILL
[003:13:00;664] ACTS OCCASIONALLY,
[003:13:01;565] AND HE HAS HIS OWN MONKEES
[003:13:02;399] BOOK COMING OUT.
[003:13:03;200] MICHAEL NESMITH HEADS
[003:13:04;268] HIS OWN VIDEO PRODUCTION
[003:13:05;302] COMPANY AND RECORD LABEL.
[003:13:06;403] PETER TORK POPS UP NOW
[003:13:08;005] AND THEN TO PERFORM LIVE.
[003:13:09;106] OTHERWISE, HE STAYS OUT
[003:13:09;906] OF THE SPOTLIGHT.
[003:13:11;575] MICKEY DOLENZ'S BOOK IS
[003:13:12;375] IN STORES NOW.
[003:13:14;277] >>> IT'S HARD TO BELIEVE,
[003:13:15;111] BUT HALF THE MOVIES MADE
[003:13:15;912] IN THE FIRST HALF
[003:13:16;780] OF THE CENTURY ARE SIMPLY
[003:13:18;782] GONE, EITHER LOST
[003:13:19;916] OR FORGOTTEN OR, IN MANY
[003:13:20;884] CASES, THE FILM ITSELF
[003:13:21;651] DISINTEGRATED.
[003:13:23;019] NOW LEONARD MALTIN IS HERE
[003:13:23;854] TO TELL US ABOUT A LOST FILM
[003:13:25;188] THAT HAS BEEN FOUND.
[003:13:26;957] HI, LEONARD.
[003:13:27;858] >> HELLO, LEEZA.
[003:13:29;125] >>> HOW WOULD YOU LIKE
[003:13:30;026] TO SEE THE ORIGINAL VERSION
[003:13:30;894] OF "GENTLEMEN PREFER
[003:13:31;628] BLONDES," MADE 25 YEARS
[003:13:32;428] BEFORE MARILYN MONROE GOT
[003:13:33;262] TO IT?
[003:13:34;163] OR A SILENT-FILM VERSION
[003:13:34;965] OF F. SCOTT FITZGERALD'S
[003:13:36;232] "THE GREAT GATSBY," MADE
[003:13:37;433] WHEN THE STORY ACTUALLY TOOK
[003:13:38;368] PLACE?
[003:13:40;036] UNFORTUNATELY, YOU CAN'T SEE
[003:13:40;904] THOSE OR SCORES OF OTHER
[003:13:41;838] FILMS.
[003:13:42;806] THEY'RE LOST -- VANISHED OFF
[003:13:45;475] THE FACE OF THE EARTH --
[003:13:49;212] THROUGH NEGLECT AND THE FACT
[003:13:50;079] THAT EARLY FILM STOCK,
[003:13:50;847] CALLED NITRATE, CAN
[003:13:51;581] LITERALLY DISINTEGRATE.
[003:13:52;382] EVERY NOW AND THEN THERE'S
[003:13:53;216] A RAY OF SUNSHINE WHEN
[003:13:53;984] A FILM THOUGHT TO BE LOST IS
[003:13:54;851] FOUND.
[003:13:55;351] >> HERE'S A SILENT FILM
[003:13:56;352] FROM 1916 CALLED "GRETCHEN
[003:13:57;420] THE GREENHORN," A
[003:13:58;922] SIMPLE-BUT-CHARMING STORY
[003:14:00;023] ABOUT A DUTCH GIRL WHO COMES
[003:14:01;157] TO AMERICA TO JOIN
[003:14:02;058] HER FATHER, AN ENGRAVER,
[003:14:03;159] AND FALLS IN LOVE
[003:14:04;561] WITH AN ITALIAN BOY WHO
[003:14:05;461] LIVES IN THE SAME TENEMENT
[003:14:06;295] BUILDING.
[003:14:07;130] GRETCHEN AND HER FATHER FALL
[003:14:08;197] PREY TO A COUNTERFEITER
[003:14:09;399] UNTIL SOME NEIGHBORHOOD KIDS
[003:14:10;800] AND HER BOYFRIEND COMES
[003:14:11;801] TO THE RESCUE.
[003:14:13;537] NO ONE THOUGHT THIS FILM
[003:14:14;738] EXISTED UNTIL A
[003:14:15;972] FILM-APPRECIATION GROUP
[003:14:16;773] IN HOLLYWOOD, CALLED
[003:14:17;741] THE SILENT SOCIETY,
[003:14:18;775] GOT A PHONE CALL LAST YEAR.
[003:14:20;476] >> "GRETCHEN THE GREENHORN"
[003:14:21;444] WAS FOUND IN A BARN
[003:14:22;812] IN A LITTLE TOWN
[003:14:24;313] IN WASHINGTON STATE.
[003:14:26;049] A MAN HAD IT FOR PROBABLY
[003:14:28;552] OVER 50 YEARS, JUST SITTING
[003:14:29;785] THERE, AND SOMEBODY FOUND
[003:14:32;220] OUT THAT HE HAD IT AND VERY
[003:14:33;221] QUICKLY ARRANGED FOR IT
[003:14:34;023] TO BE BROUGHT DOWN HERE.
[003:14:35;591] >> NEXT STOP WAS THE UCLA
[003:14:37;059] FILM AND TELEVISION ARCHIVE,
[003:14:38;460] WHERE THE PRINT WAS FOUND
[003:14:39;361] TO BE IN MIRACULOUSLY GOOD
[003:14:40;796] CONDITION, WITH ITS ORIGINAL
[003:14:41;797] COLOR TINTS INTACT.
[003:14:43;498] IT COST $12,000 TO TRANSFER
[003:14:45;367] THE VOLATILE NITRATE PRINT
[003:14:47;102] TO MODERN-DAY SAFETY-FILM
[003:14:48;737] STOCK, BUT THE GROUP
[003:14:49;738] OF SILENT-FILM BUFFS FEELS
[003:14:51;306] IT WAS MONEY WELL SPENT.
[003:14:52;374] >> THE INTERESTING THING IS
[003:14:53;408] IT'S A 1916 FILM THAT'S
[003:14:54;543] ABOUT IMMIGRATION
[003:14:56;278] IN AMERICA, AND IN A WAY
[003:14:57;947] IT'S LIKE TAKING YOU BACK
[003:14:59;214] TO THAT WHOLE ELLIS ISLAND
[003:15:00;282] EXPERIENCE.
[003:15:02;184] >> ANOTHER MAJOR ASSETS IS
[003:15:03;018] THE PERFORMANCE OF DOROTHY
[003:15:04;152] GISH.
[003:15:05;353] HER PRESENCE IN THE FILM
[003:15:06;488] MAKES IT A SPECIAL FIND,
[003:15:07;289] INDEED.
[003:15:08;090] THE SISTER OF BELOVED
[003:15:09;224] SILENT-SCREEN STAR LILLIAN
[003:15:10;425] GISH, WHO DIED EARLIER THIS
[003:15:11;426] YEAR, DOROTHY WAS ALSO
[003:15:13;361] A STAR IN HER DAY, BUT FEW
[003:15:14;597] OF HER FILMS HAVE SURVIVED,
[003:15:15;864] SO HER REPUTATION IN RECENT
[003:15:16;865] YEARS HAS SUFFERED.
[003:15:18;533] BUT NOW A MISSING CHAPTER
[003:15:19;602] IN FILM HISTORY HAS BEEN
[003:15:20;936] FILLED IN, WITH THIS SWEET
[003:15:22;137] FILM RETURNED TO
[003:15:23;572] CIRCULATION, LOOKING AS GOOD
[003:15:24;439] AS IT DID IN 1916.
[003:15:26;775] WILL OTHER LONG-MISSING
[003:15:27;776] MOVIES TURN UP IN
[003:15:29;111] THE 1990'S?
[003:15:29;712] THE SAGA OF "GRETCHEN
[003:15:30;479] THE GREENHORN" GIVES EVERY
[003:15:31;313] MOVIE BUFF HOPE.
[003:15:38;020] 
[003:17:40;941] FOR DARLCARTER..AVHER
[003:17:43;043] DI
[003:17:44;845] DARLENE CARTER, RECOVERING
[003:17:45;679] ADDICT 25.15 "OH DEFINITELY,
[003:17:46;447] THAT'S MY MAIN REASON FOR BEING
[003:17:48;382] IN THIS KIND OF ENVIROMENT, SO
[003:17:49;483] I CAN HAVE MY KIDS WITH ME AND
[003:17:50;484] I CAN QUIT AT THE SAME TIME"
[003:17:53;420] DARLENE SAYS THE CENTER IS
[003:17:54;655] GIVING HER A CHANCE TO GET HER
[003:17:56;357] LIFE.. AND HER FAMILY'S LIFE..
[003:17:57;424] BACK ON ACK.
[003:17:58;359] DARLENE CARTER 26.58
[003:18:00;527] "I WANT TO GO BACK TO WORK..
[003:18:01;595] BEFORE DRUGS I WAS WORKING
[003:18:03;330] EVERY DAY.. I WANT TO WORK, I
[003:18:05;031] WANT TO GET MY OWN ARTMENT, I
[003:18:07;234] JUST WANT TO BE HAPPY.. AND I
[003:18:08;001] WANT TO MAKE MY KIDS HAPPY"
[003:18:13;707] THE ENTIRE COMMUNITY IN HUNTERS
[003:18:14;742] POINT.
[003:18:16;343] IN FACT MANY MEMBERS OF THE
[003:18:17;244] COMMUNITY VOLUNTEER THEIR TI
[003:18:18;379] WILL TAKE LONG, I'M JUST
[003:18:19;446] A LITTLE SHOCKED THAT IT
[003:18:20;514] WILL TAKE THAT LONG.
[003:18:21;982] >> I THINK IT'S A SHAME
[003:18:23;284] BECAUSE I THINK IT'S GOTTA
[003:18:24;385] HAPPEN QUICKER.
[003:18:25;386] >> I'M GLAD TO HEAR IT.
[003:18:26;587] I THINK IT'S GONNA BE
[003:18:27;688] AN OVERWHELMING EXPENSE
[003:18:28;621] FOR OUR NATION, AND I DON'T
